BuyerRef;DeliveryDate;TotalPrice;PaymentDuration
1048;2012-03-24;26314;29
1039;2012-03-24;18660;26
1028;2012-03-24;18546;30
1081;2012-03-24;24919;26
1030;2012-03-25;25733;7
1007;2012-03-25;18870;6
1050;2012-03-25;26421;22
1010;2012-03-25;22007;25
1059;2012-03-25;19024;15
1033;2012-03-25;20466;19
1028;2012-03-25;27816;23
1028;2012-03-25;27277;25
1071;2012-03-26;24721;7
1078;2012-03-26;23032;6
1041;2012-03-26;27802;20
1063;2012-03-26;20764;12
1015;2012-03-26;21013;9
1035;2012-03-26;23376;10
1052;2012-03-26;26079;19
1028;2012-03-26;20022;23
1092;2012-03-26;20322;25
1083;2012-03-27;21824;7
1095;2012-03-27;23612;6
1075;2012-03-27;18667;6
1073;2012-03-27;24142;7
1042;2012-03-27;22136;15
1026;2012-03-27;21575;17
1065;2012-03-27;18598;12
1060;2012-03-27;24592;22
1005;2012-03-27;20094;15
1087;2012-03-27;25172;17
1058;2012-03-27;21021;14
1013;2012-03-27;19539;21
1047;2012-03-27;25629;19
1061;2012-03-27;22280;15
1061;2012-03-27;26781;15
1065;2012-03-27;23617;16
1039;2012-03-27;24649;26
1095;2012-03-28;22136;4
1078;2012-03-28;27845;6
1007;2012-03-28;20752;7
1071;2012-03-28;24996;5
1027;2012-03-28;21881;22
1099;2012-03-28;25151;22
1006;2012-03-28;27627;13
1070;2012-03-28;24475;20
1018;2012-03-28;21151;19
1014;2012-03-28;20765;22
1039;2012-03-28;27904;27
1083;2012-03-29;23746;7
1095;2012-03-29;26746;6
1069;2012-03-29;22363;6
1069;2012-03-29;26659;4
1023;2012-03-29;19881;20
1023;2012-03-29;24278;15
1006;2012-03-29;26654;23
1010;2012-03-29;22167;13
1042;2012-03-29;27635;20
1024;2012-03-30;22237;7
1051;2012-03-30;26175;7
1083;2012-03-30;23396;6
1029;2012-03-30;25668;10
1080;2012-03-30;20283;15
1068;2012-03-30;19326;25
1004;2012-03-30;26376;13
1011;2012-03-30;21194;14
1096;2012-03-30;25762;30
1081;2012-03-30;27725;27
1092;2012-03-30;20659;22
1039;2012-03-30;20985;26
1028;2012-03-30;18627;30
1071;2012-03-31;25752;7
1095;2012-03-31;22903;7
1066;2012-03-31;24174;14
1039;2012-03-31;19261;26
1039;2012-03-31;24812;23
1094;2012-04-01;19314;5
1071;2012-04-01;26716;7
1007;2012-04-01;24749;6
1011;2012-04-01;22123;25
1033;2012-04-01;27280;17
1026;2012-04-01;21999;15
1091;2012-04-01;23142;13
1034;2012-04-01;26721;16
1018;2012-04-01;25987;26
1012;2012-04-01;18515;19
1014;2012-04-01;20000;30
1028;2012-04-01;21947;24
1092;2012-04-01;20070;21
1028;2012-04-01;18730;19
1081;2012-04-01;20267;22
1083;2012-04-02;26847;3
1093;2012-04-02;25766;5
1051;2012-04-02;25491;6
1064;2012-04-02;25386;7
1001;2012-04-02;23757;7
1078;2012-04-02;24387;7
1093;2012-04-02;23202;7
1082;2012-04-02;18913;19
1056;2012-04-02;22457;20
1042;2012-04-02;27023;17
1089;2012-04-02;27117;12
1008;2012-04-02;27366;16
1091;2012-04-02;25455;16
1079;2012-04-02;21721;20
1028;2012-04-02;23021;27
1081;2012-04-02;25249;25
1081;2012-04-02;27038;29
1081;2012-04-02;20225;32
1039;2012-04-02;18850;23
1062;2012-04-03;24185;4
1073;2012-04-03;18103;5
1093;2012-04-03;21790;6
1062;2012-04-03;21407;6
1085;2012-04-03;20605;12
1011;2012-04-03;26944;19
1060;2012-04-03;24857;17
1053;2012-04-03;26072;15
1034;2012-04-03;19926;24
1090;2012-04-03;23723;16
1014;2012-04-03;20798;24
1014;2012-04-03;26504;30
1028;2012-04-03;18521;29
1094;2012-04-04;23053;7
1095;2012-04-04;27700;7
1097;2012-04-04;18674;21
1006;2012-04-04;27723;14
1079;2012-04-04;20334;20
1059;2012-04-04;27557;17
1080;2012-04-04;27701;14
1090;2012-04-04;24493;13
1028;2012-04-04;22462;26
1028;2012-04-04;25234;23
1093;2012-04-05;22151;7
1095;2012-04-05;23726;4
1017;2012-04-05;19845;16
1076;2012-04-05;24918;20
1070;2012-04-05;23187;24
1016;2012-04-05;25495;13
1014;2012-04-05;24237;27
1083;2012-04-06;18483;7
1064;2012-04-06;24586;7
1027;2012-04-06;26157;12
1033;2012-04-06;20695;14
1097;2012-04-06;21145;22
1097;2012-04-06;27740;20
1036;2012-04-06;20813;18
1039;2012-04-06;21009;23
1039;2012-04-06;27611;26
1039;2012-04-06;19158;25
1062;2012-04-07;19690;7
1010;2012-04-07;25130;17
1004;2012-04-07;21173;16
1052;2012-04-07;20116;23
1006;2012-04-07;18923;15
1032;2012-04-07;27205;19
1049;2012-04-07;26985;16
1059;2012-04-07;18501;17
1038;2012-04-07;25670;22
1081;2012-04-07;25602;25
1039;2012-04-07;19056;22
1069;2012-04-08;25885;7
1093;2012-04-08;22818;6
1030;2012-04-08;27144;6
1094;2012-04-08;25913;7
1007;2012-04-08;21667;7
1001;2012-04-08;23819;7
1097;2012-04-08;18628;20
1055;2012-04-08;20656;22
1031;2012-04-08;24063;18
1044;2012-04-08;20773;18
1070;2012-04-08;26011;18
1039;2012-04-08;22316;24
1081;2012-04-08;23529;27
1039;2012-04-08;22652;21
1039;2012-04-08;26512;23
1073;2012-04-09;21528;7
1007;2012-04-09;25631;6
1093;2012-04-09;26984;6
1096;2012-04-09;27683;14
1021;2012-04-09;19055;22
1052;2012-04-09;23575;28
1034;2012-04-09;25610;19
1037;2012-04-09;25262;16
1012;2012-04-09;21162;13
1011;2012-04-09;21809;12
1031;2012-04-09;20450;15
1092;2012-04-09;22495;29
1028;2012-04-09;23471;27
1081;2012-04-09;27164;22
1069;2012-04-10;27715;6
1030;2012-04-10;25300;6
1078;2012-04-10;20581;7
1071;2012-04-10;22341;7
1061;2012-04-10;21288;21
1041;2012-04-10;26055;17
1074;2012-04-10;22091;22
1022;2012-04-10;18152;17
1039;2012-04-10;21130;27
1028;2012-04-10;22017;21
1071;2012-04-11;19186;4
1084;2012-04-11;19543;16
1049;2012-04-11;21597;18
1014;2012-04-11;26440;25
1081;2012-04-11;23201;22
1028;2012-04-11;22593;25
1014;2012-04-11;19098;26
1073;2012-04-12;18283;7
1083;2012-04-12;20292;6
1093;2012-04-12;23383;7
1009;2012-04-12;25265;21
1032;2012-04-12;21826;18
1079;2012-04-12;18835;16
1026;2012-04-12;22006;20
1081;2012-04-12;20496;27
1028;2012-04-12;25007;22
1081;2012-04-12;20435;25
1007;2012-04-13;26977;6
1083;2012-04-13;24993;5
1083;2012-04-13;20874;3
1024;2012-04-13;25857;7
1095;2012-04-13;26994;5
1095;2012-04-13;27259;7
1008;2012-04-13;21241;11
1043;2012-04-13;27773;19
1048;2012-04-13;25766;17
1097;2012-04-13;24239;15
1010;2012-04-13;26376;15
1016;2012-04-13;21175;13
1081;2012-04-13;20884;24
1051;2012-04-14;26208;7
1007;2012-04-14;20712;7
1011;2012-04-14;19458;29
1090;2012-04-14;26017;18
1047;2012-04-14;23451;17
1037;2012-04-14;20396;17
1044;2012-04-14;20879;26
1010;2012-04-14;27461;20
1070;2012-04-14;24119;19
1004;2012-04-14;24658;22
1006;2012-04-14;20102;17
1066;2012-04-14;24490;19
1019;2012-04-14;24590;22
1039;2012-04-14;22587;22
1081;2012-04-14;23554;25
1024;2012-04-15;22341;7
1064;2012-04-15;20864;6
1073;2012-04-15;20002;6
1064;2012-04-15;24504;6
1078;2012-04-15;27419;7
1083;2012-04-15;24820;5
1042;2012-04-15;23237;16
1013;2012-04-15;23032;18
1070;2012-04-15;20822;22
1081;2012-04-15;25724;23
1014;2012-04-15;20773;23
1092;2012-04-15;24039;25
1051;2012-04-16;23877;7
1051;2012-04-16;25140;6
1078;2012-04-16;23458;6
1004;2012-04-16;19105;17
1043;2012-04-16;24856;19
1045;2012-04-16;21765;16
1018;2012-04-16;23715;19
1021;2012-04-16;24740;25
1081;2012-04-16;24064;26
1064;2012-04-17;27929;7
1062;2012-04-17;20986;7
1069;2012-04-17;23698;7
1093;2012-04-17;25098;6
1083;2012-04-17;18417;7
1075;2012-04-17;25940;6
1025;2012-04-17;26903;21
1077;2012-04-17;20947;21
1046;2012-04-17;21103;18
1080;2012-04-17;24723;22
1081;2012-04-17;25962;23
1028;2012-04-17;22667;26
1028;2012-04-17;18062;26
1081;2012-04-17;23064;27
1073;2012-04-18;23326;5
1075;2012-04-18;18589;6
1066;2012-04-18;18389;20
1029;2012-04-18;21743;25
1005;2012-04-18;20589;15
1081;2012-04-18;26870;21
1028;2012-04-18;21867;23
1039;2012-04-18;25212;28
1082;2012-04-19;26587;27
1048;2012-04-19;23491;18
1087;2012-04-19;22783;18
1033;2012-04-19;24548;15
1043;2012-04-19;26421;14
1054;2012-04-19;26405;23
1095;2012-04-20;25989;4
1030;2012-04-20;23839;6
1064;2012-04-20;18442;6
1085;2012-04-20;25535;17
1049;2012-04-20;27461;15
1018;2012-04-20;26138;16
1099;2012-04-20;26090;21
1028;2012-04-20;26831;23
1081;2012-04-20;26020;23
1073;2012-04-21;23520;6
1075;2012-04-21;26898;7
1024;2012-04-21;25545;6
1075;2012-04-21;18863;7
1083;2012-04-21;26299;6
1098;2012-04-21;19776;7
1071;2012-04-21;22770;3
1086;2012-04-21;19159;19
1044;2012-04-21;27843;17
1046;2012-04-21;25514;15
1023;2012-04-21;21310;21
1044;2012-04-21;20965;16
1036;2012-04-21;26301;16
1056;2012-04-21;18174;17
1041;2012-04-21;19959;21
1081;2012-04-21;24004;26
1014;2012-04-21;18342;28
1081;2012-04-21;23839;23
1095;2012-04-22;24629;7
1095;2012-04-22;24414;7
1097;2012-04-22;23053;15
1052;2012-04-22;23310;17
1086;2012-04-22;21833;15
1033;2012-04-22;22517;24
1026;2012-04-22;19608;21
1096;2012-04-22;18452;18
1039;2012-04-22;25773;23
1028;2012-04-22;23709;23
1062;2012-04-23;23616;7
1098;2012-04-23;24010;7
1051;2012-04-23;18804;7
1095;2012-04-23;24299;6
1051;2012-04-23;27051;6
1084;2012-04-23;24717;17
1029;2012-04-23;23549;22
1037;2012-04-23;22699;16
1081;2012-04-23;24207;24
1078;2012-04-24;18422;6
1035;2012-04-24;22804;18
1045;2012-04-24;21719;16
1021;2012-04-24;25467;8
1010;2012-04-24;26256;10
1092;2012-04-24;18434;28
1024;2012-04-25;26723;6
1083;2012-04-25;26841;7
1083;2012-04-25;27076;6
1051;2012-04-25;23160;7
1071;2012-04-25;20781;7
1062;2012-04-25;22320;7
1006;2012-04-25;24926;18
1096;2012-04-25;19504;21
1002;2012-04-25;25384;22
1038;2012-04-25;20386;20
1066;2012-04-25;25741;16
1081;2012-04-25;19098;27
1024;2012-04-26;26661;7
1064;2012-04-26;22147;6
1071;2012-04-26;26985;6
1083;2012-04-26;20416;6
1004;2012-04-26;21300;16
1021;2012-04-26;22700;17
1088;2012-04-26;24485;15
1026;2012-04-26;25729;18
1073;2012-04-27;24756;6
1030;2012-04-27;20011;7
1073;2012-04-27;26592;6
1095;2012-04-27;22936;6
1094;2012-04-27;26712;7
1003;2012-04-27;20597;22
1019;2012-04-27;24588;20
1038;2012-04-27;19679;20
1020;2012-04-27;27991;21
1081;2012-04-27;22973;26
1028;2012-04-27;25171;25
1083;2012-04-28;19726;5
1033;2012-04-28;19571;21
1054;2012-04-28;19024;18
1035;2012-04-28;23325;25
1027;2012-04-28;26056;23
1034;2012-04-28;18639;20
1073;2012-04-29;24126;7
1083;2012-04-29;20554;7
1030;2012-04-29;23304;6
1015;2012-04-29;25399;19
1044;2012-04-29;20518;18
1099;2012-04-29;19257;18
1036;2012-04-29;25879;14
1026;2012-04-29;18103;14
1038;2012-04-29;22496;19
1039;2012-04-29;22451;23
1073;2012-04-30;23142;7
1030;2012-04-30;25590;7
1078;2012-04-30;20684;6
1024;2012-04-30;25819;6
1064;2012-04-30;26395;7
1007;2012-04-30;20404;5
1078;2012-04-30;19848;7
1093;2012-04-30;24747;6
1072;2012-04-30;22193;11
1054;2012-04-30;23753;15
1023;2012-04-30;22197;19
1008;2012-04-30;23235;23
1048;2012-04-30;27130;15
1039;2012-04-30;19050;24
1039;2012-04-30;19160;23
1075;2012-05-01;25472;5
1071;2012-05-01;18798;7
1088;2012-05-01;23221;24
1067;2012-05-01;23584;25
1032;2012-05-01;23262;14
1004;2012-05-01;18512;24
1024;2012-05-02;25088;3
1083;2012-05-02;19867;6
1030;2012-05-02;22355;7
1093;2012-05-02;26558;6
1053;2012-05-02;26586;17
1045;2012-05-02;21887;18
1047;2012-05-02;22440;17
1077;2012-05-02;24344;20
1041;2012-05-02;23186;19
1019;2012-05-02;26247;24
1020;2012-05-02;25314;15
1077;2012-05-02;19257;12
1099;2012-05-02;19539;17
1081;2012-05-02;21993;25
1014;2012-05-02;24987;29
1031;2012-05-03;19476;12
1031;2012-05-03;19763;21
1091;2012-05-03;21035;20
1038;2012-05-03;24702;16
1067;2012-05-03;21922;15
1100;2012-05-03;24843;18
1063;2012-05-03;20440;14
1027;2012-05-03;18825;19
1053;2012-05-03;24188;16
1039;2012-05-03;23519;28
1092;2012-05-03;20713;27
1039;2012-05-03;19944;22
1064;2012-05-04;23783;5
1030;2012-05-04;19034;7
1078;2012-05-04;18745;7
1062;2012-05-04;19582;5
1018;2012-05-04;23481;20
1056;2012-05-04;20539;18
1013;2012-05-04;22082;19
1017;2012-05-04;18434;12
1081;2012-05-04;27399;21
1039;2012-05-04;23096;26
1075;2012-05-05;19062;6
1001;2012-05-05;23387;7
1064;2012-05-05;18126;6
1094;2012-05-05;20850;6
1051;2012-05-05;24283;6
1008;2012-05-05;24541;19
1031;2012-05-05;26690;17
1013;2012-05-05;19382;23
1015;2012-05-05;18269;15
1058;2012-05-05;25069;14
1009;2012-05-05;20579;24
1028;2012-05-05;26978;26
1092;2012-05-05;25521;24
1081;2012-05-05;22711;30
1081;2012-05-05;19590;28
1081;2012-05-05;24014;22
1030;2012-05-06;22082;7
1069;2012-05-06;27436;7
1064;2012-05-06;18489;6
1082;2012-05-06;24929;12
1067;2012-05-06;24136;26
1077;2012-05-06;21844;14
1011;2012-05-06;19457;21
1047;2012-05-06;19948;19
1004;2012-05-06;18259;20
1081;2012-05-06;22304;27
1062;2012-05-07;18350;6
1073;2012-05-07;21107;6
1089;2012-05-07;23134;20
1017;2012-05-07;20882;21
1077;2012-05-07;22883;11
1089;2012-05-07;24936;9
1028;2012-05-07;26129;23
1028;2012-05-07;18590;27
1081;2012-05-07;25834;27
1039;2012-05-07;18022;25
1078;2012-05-08;25269;6
1093;2012-05-08;24854;6
1030;2012-05-08;23998;6
1051;2012-05-08;24634;6
1071;2012-05-08;24881;7
1030;2012-05-08;18072;4
1021;2012-05-08;24894;16
1090;2012-05-08;20265;12
1084;2012-05-08;19194;19
1046;2012-05-08;20530;17
1085;2012-05-08;23549;17
1059;2012-05-08;19129;13
1052;2012-05-08;21648;18
1032;2012-05-08;21730;15
1051;2012-05-09;23835;7
1083;2012-05-09;21904;6
1051;2012-05-09;23363;7
1025;2012-05-09;18484;14
1020;2012-05-09;24495;23
1074;2012-05-09;23821;19
1005;2012-05-09;23911;8
1081;2012-05-09;22214;24
1028;2012-05-09;18495;18
1093;2012-05-10;23486;7
1076;2012-05-10;20518;19
1012;2012-05-10;25478;20
1057;2012-05-10;25012;12
1025;2012-05-10;26822;21
1017;2012-05-10;26680;20
1028;2012-05-10;23661;28
1028;2012-05-10;21486;25
1039;2012-05-10;24132;28
1092;2012-05-10;22364;30
1028;2012-05-10;23741;27
1039;2012-05-10;23230;29
1075;2012-05-11;19667;5
1064;2012-05-11;27635;7
1075;2012-05-11;27853;6
1071;2012-05-11;23474;7
1005;2012-05-11;22074;13
1059;2012-05-11;18273;11
1004;2012-05-11;18568;15
1070;2012-05-11;21857;19
1044;2012-05-11;19749;18
1049;2012-05-11;20409;21
1063;2012-05-11;19225;9
1028;2012-05-11;18896;30
1039;2012-05-11;21639;23
1078;2012-05-12;27212;6
1030;2012-05-12;27914;7
1041;2012-05-12;23007;16
1034;2012-05-12;19970;7
1057;2012-05-12;27780;17
1029;2012-05-12;20526;19
1088;2012-05-12;23914;14
1028;2012-05-12;23685;32
1094;2012-05-13;27836;6
1025;2012-05-13;26407;22
1026;2012-05-13;22648;20
1006;2012-05-13;26508;17
1050;2012-05-13;25463;20
1036;2012-05-13;20405;19
1026;2012-05-13;23729;15
1085;2012-05-13;25177;14
1087;2012-05-13;19751;21
1039;2012-05-13;19517;31
1028;2012-05-13;22779;19
1075;2012-05-14;25762;7
1064;2012-05-14;27189;4
1054;2012-05-14;24268;30
1040;2012-05-14;24012;23
1043;2012-05-14;22383;12
1059;2012-05-14;23107;23
1035;2012-05-14;26759;20
1004;2012-05-14;27046;23
1086;2012-05-14;19258;18
1081;2012-05-14;27137;24
1039;2012-05-14;27308;26
1081;2012-05-14;24123;18
1051;2012-05-15;21903;5
1095;2012-05-15;21415;6
1069;2012-05-15;24658;7
1045;2012-05-15;19605;15
1090;2012-05-15;24420;17
1040;2012-05-15;18293;19
1028;2012-05-15;18839;29
1014;2012-05-15;22679;19
1083;2012-05-16;19191;7
1061;2012-05-16;22675;21
1080;2012-05-16;18031;17
1037;2012-05-16;20147;21
1041;2012-05-16;27057;19
1046;2012-05-16;25678;21
1081;2012-05-16;20711;25
1081;2012-05-16;23812;23
1069;2012-05-17;19913;4
1008;2012-05-17;27733;21
1099;2012-05-17;25535;17
1028;2012-05-17;18827;28
1028;2012-05-17;23105;26
1039;2012-05-17;23108;23
1073;2012-05-18;23322;6
1064;2012-05-18;24600;6
1093;2012-05-18;22023;5
1012;2012-05-18;18074;10
1060;2012-05-18;20360;18
1061;2012-05-18;22921;21
1018;2012-05-18;27022;16
1087;2012-05-18;24865;20
1029;2012-05-18;18525;17
1090;2012-05-18;25262;19
1039;2012-05-18;19936;21
1028;2012-05-18;23679;26
1081;2012-05-18;26790;27
1001;2012-05-19;22577;6
1098;2012-05-19;22179;6
1071;2012-05-19;18916;7
1073;2012-05-19;22493;7
1075;2012-05-19;20659;6
1003;2012-05-19;19408;13
1017;2012-05-19;20330;20
1081;2012-05-19;20673;26
1028;2012-05-19;21319;27
1073;2012-05-20;19101;7
1078;2012-05-20;27555;5
1048;2012-05-20;19260;15
1036;2012-05-20;20335;19
1012;2012-05-20;19159;30
1080;2012-05-20;27127;13
1096;2012-05-20;18949;20
1063;2012-05-20;26102;19
1092;2012-05-20;20725;25
1092;2012-05-20;25327;26
1073;2012-05-21;27670;7
1073;2012-05-21;19789;5
1074;2012-05-21;27624;18
1042;2012-05-21;21002;10
1077;2012-05-21;22495;17
1035;2012-05-21;23378;19
1081;2012-05-21;26163;27
1039;2012-05-21;22231;16
1092;2012-05-21;21036;20
1075;2012-05-22;22144;7
1093;2012-05-22;24052;5
1093;2012-05-22;18623;6
1041;2012-05-22;22651;16
1026;2012-05-22;25901;20
1040;2012-05-22;22695;21
1016;2012-05-22;27215;17
1020;2012-05-22;25946;17
1014;2012-05-22;23513;20
1071;2012-05-23;27046;6
1007;2012-05-23;22892;7
1007;2012-05-23;20471;4
1025;2012-05-23;27190;14
1089;2012-05-23;25310;12
1060;2012-05-23;21104;14
1067;2012-05-23;19832;12
1004;2012-05-23;20578;25
1056;2012-05-23;18174;22
1003;2012-05-23;24175;20
1089;2012-05-23;27771;19
1081;2012-05-23;21844;25
1069;2012-05-24;24388;6
1093;2012-05-24;22157;7
1062;2012-05-24;19395;7
1064;2012-05-24;18153;6
1052;2012-05-24;24790;15
1091;2012-05-24;18787;13
1054;2012-05-24;26018;22
1054;2012-05-24;21305;20
1093;2012-05-25;24115;7
1073;2012-05-25;23350;5
1062;2012-05-25;24190;6
1030;2012-05-25;20591;6
1061;2012-05-25;21616;20
1011;2012-05-25;18743;17
1068;2012-05-25;22002;11
1066;2012-05-25;23782;11
1096;2012-05-25;25263;12
1048;2012-05-25;23721;23
1066;2012-05-25;26908;20
1052;2012-05-25;27280;18
1081;2012-05-25;20682;26
1028;2012-05-25;25997;32
1081;2012-05-25;24970;28
1075;2012-05-26;25451;6
1078;2012-05-26;25297;7
1084;2012-05-26;24066;11
1085;2012-05-26;22253;13
1089;2012-05-26;21749;17
1081;2012-05-26;26775;27
1028;2012-05-26;20580;22
1014;2012-05-26;18662;23
1028;2012-05-26;25439;24
1071;2012-05-27;21336;7
1073;2012-05-27;19028;4
1003;2012-05-27;19003;18
1060;2012-05-27;21732;17
1037;2012-05-27;19378;27
1065;2012-05-27;20237;10
1050;2012-05-27;21273;15
1034;2012-05-27;26611;23
1044;2012-05-27;20963;19
1085;2012-05-27;25554;20
1019;2012-05-27;27909;14
1040;2012-05-27;24981;19
1039;2012-05-27;24720;25
1028;2012-05-27;22967;22
1069;2012-05-28;26142;7
1014;2012-05-28;21700;24
1081;2012-05-28;24479;32
1083;2012-05-29;27509;7
1083;2012-05-29;26002;7
1078;2012-05-29;26978;5
1095;2012-05-29;20469;6
1051;2012-05-29;18529;5
1057;2012-05-29;21253;13
1057;2012-05-29;21787;13
1082;2012-05-29;22448;14
1087;2012-05-29;19398;14
1091;2012-05-29;20851;20
1074;2012-05-29;22271;20
1034;2012-05-29;24246;20
1081;2012-05-29;27536;25
1075;2012-05-30;23555;7
1094;2012-05-30;27874;6
1049;2012-05-30;25679;25
1037;2012-05-30;19968;18
1022;2012-05-30;23552;14
1080;2012-05-30;19347;21
1016;2012-05-30;24579;19
1004;2012-05-30;19945;20
1061;2012-05-30;24610;25
1074;2012-05-30;25488;18
1005;2012-05-30;21444;14
1039;2012-05-30;22699;27
1094;2012-05-31;26613;6
1064;2012-05-31;19711;7
1011;2012-05-31;18950;21
1040;2012-05-31;25290;21
1084;2012-05-31;19084;23
1047;2012-05-31;27824;20
1059;2012-05-31;18546;19
1037;2012-05-31;24932;17
1081;2012-05-31;27965;26
1081;2012-05-31;18265;26
1078;2012-06-01;23854;6
1078;2012-06-01;23451;7
1094;2012-06-01;21614;7
1095;2012-06-01;24671;6
1079;2012-06-01;27292;13
1018;2012-06-01;23364;18
1038;2012-06-01;19744;29
1025;2012-06-01;25635;21
1045;2012-06-01;27522;15
1092;2012-06-01;21313;20
1039;2012-06-01;18683;26
1083;2012-06-02;25321;7
1077;2012-06-02;21756;11
1019;2012-06-02;18086;15
1049;2012-06-02;24769;16
1031;2012-06-02;21941;30
1009;2012-06-02;22117;15
1039;2012-06-02;23046;23
1092;2012-06-02;22832;28
1028;2012-06-02;19039;25
1007;2012-06-03;22455;7
1093;2012-06-03;26088;5
1097;2012-06-03;27971;18
1032;2012-06-03;26186;27
1089;2012-06-03;19508;24
1026;2012-06-03;25134;22
1005;2012-06-03;21682;12
1070;2012-06-03;18860;24
1091;2012-06-03;21955;21
1081;2012-06-03;26669;28
1081;2012-06-03;18739;20
1028;2012-06-03;24801;19
1073;2012-06-04;26102;4
1098;2012-06-04;19752;6
1069;2012-06-04;25245;6
1030;2012-06-04;20338;7
1030;2012-06-04;26275;7
1073;2012-06-04;26638;7
1091;2012-06-04;22038;18
1091;2012-06-04;23820;22
1068;2012-06-04;21243;17
1066;2012-06-04;18321;15
1035;2012-06-04;21535;12
1092;2012-06-04;20109;27
1073;2012-06-05;20888;6
1042;2012-06-05;22040;21
1019;2012-06-05;22029;17
1005;2012-06-05;24052;14
1049;2012-06-05;20700;15
1041;2012-06-05;21261;17
1047;2012-06-05;21722;18
1011;2012-06-05;27079;17
1028;2012-06-05;21469;22
1081;2012-06-05;20674;24
1028;2012-06-05;18486;16
1093;2012-06-06;27182;4
1075;2012-06-06;24168;5
1062;2012-06-06;21974;5
1093;2012-06-06;22789;7
1062;2012-06-06;25223;6
1046;2012-06-06;22312;20
1004;2012-06-06;27369;18
1042;2012-06-06;25769;11
1066;2012-06-06;24777;17
1016;2012-06-06;27972;15
1039;2012-06-06;22534;24
1028;2012-06-06;27280;28
1071;2012-06-07;19922;6
1024;2012-06-07;21281;7
1026;2012-06-07;24970;17
1013;2012-06-07;20024;23
1059;2012-06-07;21057;20
1017;2012-06-07;22175;14
1028;2012-06-07;23059;27
1092;2012-06-07;22009;28
1083;2012-06-08;22923;6
1064;2012-06-08;20209;5
1093;2012-06-08;27400;6
1007;2012-06-08;19566;5
1080;2012-06-08;18138;20
1088;2012-06-08;27921;19
1019;2012-06-08;18350;19
1055;2012-06-08;19921;16
1081;2012-06-08;24813;20
1039;2012-06-08;23732;24
1028;2012-06-08;26971;23
1081;2012-06-08;25720;27
1098;2012-06-09;25731;6
1069;2012-06-09;25779;7
1006;2012-06-09;19900;16
1044;2012-06-09;25099;16
1027;2012-06-09;26482;14
1048;2012-06-09;25881;18
1019;2012-06-09;26014;25
1092;2012-06-09;25580;32
1014;2012-06-09;24950;31
1083;2012-06-10;25222;7
1071;2012-06-10;18631;5
1059;2012-06-10;24222;21
1002;2012-06-10;23214;15
1091;2012-06-10;18497;16
1009;2012-06-10;21923;22
1013;2012-06-10;24063;18
1037;2012-06-10;22364;21
1039;2012-06-10;18639;22
1028;2012-06-10;23066;28
1081;2012-06-10;23886;22
1007;2012-06-11;27642;7
1030;2012-06-11;20387;7
1065;2012-06-11;20960;12
1043;2012-06-11;24795;24
1046;2012-06-11;20325;13
1080;2012-06-11;27558;14
1005;2012-06-11;27312;12
1092;2012-06-11;26830;27
1081;2012-06-11;26099;30
1098;2012-06-12;25156;7
1006;2012-06-12;24607;11
1058;2012-06-12;22332;17
1076;2012-06-12;26539;17
1004;2012-06-12;22543;21
1031;2012-06-12;21226;10
1086;2012-06-12;18963;12
1041;2012-06-12;25780;20
1085;2012-06-12;19977;11
1008;2012-06-12;26384;20
1040;2012-06-12;19623;16
1028;2012-06-12;19566;21
1039;2012-06-12;26102;23
1092;2012-06-12;25140;27
1039;2012-06-12;22572;22
1083;2012-06-13;18972;6
1083;2012-06-13;26567;7
1078;2012-06-13;26443;6
1095;2012-06-13;25300;3
1046;2012-06-13;27039;16
1041;2012-06-13;26551;19
1027;2012-06-13;27987;22
1017;2012-06-13;26211;20
1031;2012-06-13;23859;27
1014;2012-06-13;21527;22
1014;2012-06-13;27014;24
1028;2012-06-13;25134;25
1039;2012-06-13;25079;21
1039;2012-06-13;23336;26
1095;2012-06-14;23237;5
1075;2012-06-14;27244;7
1050;2012-06-14;19659;18
1023;2012-06-14;20249;11
1088;2012-06-14;27371;19
1053;2012-06-14;22411;21
1090;2012-06-14;27669;9
1098;2012-06-15;23993;6
1071;2012-06-15;27807;7
1024;2012-06-15;27605;7
1051;2012-06-15;19354;5
1062;2012-06-15;18593;6
1077;2012-06-15;24279;21
1049;2012-06-15;20700;24
1090;2012-06-15;23119;19
1039;2012-06-15;18109;26
1095;2012-06-16;22606;7
1075;2012-06-16;27432;6
1073;2012-06-16;24880;6
1095;2012-06-16;18941;2
1071;2012-06-16;20665;5
1098;2012-06-16;27782;7
1054;2012-06-16;22082;15
1055;2012-06-16;24227;21
1002;2012-06-16;26761;13
1022;2012-06-16;26210;18
1039;2012-06-16;20046;24
1081;2012-06-16;26884;30
1094;2012-06-17;18533;7
1069;2012-06-17;23583;7
1030;2012-06-17;26261;6
1051;2012-06-17;22615;6
1093;2012-06-17;18017;7
1064;2012-06-17;18260;6
1095;2012-06-17;24551;6
1075;2012-06-17;26395;6
1007;2012-06-17;24958;6
1054;2012-06-17;26318;16
1072;2012-06-17;18657;11
1089;2012-06-17;18547;18
1021;2012-06-17;23464;19
1055;2012-06-17;20899;19
1030;2012-06-18;20311;5
1095;2012-06-18;25317;6
1093;2012-06-18;21212;6
1035;2012-06-18;20107;18
1033;2012-06-18;24758;15
1045;2012-06-18;20202;19
1048;2012-06-18;20186;17
1060;2012-06-18;26840;15
1025;2012-06-18;27961;18
1028;2012-06-18;25554;25
